"RT","Avai","Thr","Late","Place"
"4574.1","8.6","5","6","0"
"668.75","79","2.6","937","1"
"142","97","20.8","755","2"
"58.2","49.8","38","188","3"
"2532.4","8","12.5","8","0"
"1156.1","35.7","37.3","510","1"
"3665.9","85.3","21.7","51","3"
"2906.5","7.8","24.3","7","0"
"3295.7","66.3","30.5","790","2"
"3683.4","62.4","7.4","5","0"
"4820.8","7.1","23.9","545","1"
"5176.9","71.7","25.3","5","0"
"524.2","78.3","34.3","4","0"
"3054.8","24.9","21.8","546","1"
"1305.3","27.5","4.4","253","3"
"222.7","73.5","36.9","982","1"
"3422.1","14.3","36.4","421","3"
"1085.7","74.4","20.4","2","0"
"2338.6","57.4","5.2","591","2"
"3990.5","39.9","32.3","879","2"
"289.6","94","1.1","349","3"
"546.6","94.9","10.4","265","3"
"2110.9","22.7","8.8","567","1"
"3637.5","63.1","21.6","8","0"
"545.9","21.1","13.6","687","2"
"678.8","27.3","2.4","563","2"
"1683.5","40.3","2.1","619","1"
"105.5","86","17.9","946","2"
"3942.9","69.2","39.7","562","3"
"150","82.7","2.5","270","3"
"317.25","78","2.8","650","2"
"668.3","47.4","33.6","714","1"
"3264.8","71.3","27.4","951","1"
"4896.2","39.1","23.8","801","1"
"1066","89.9","30","713","2"
"411.4","93","10.8","522","2"
"1264.2","47.2","11.7","1","0"
"141","100","9.5","926","2"
"1516.6","35","2.1","588","3"
"2522.1","89","8","668","2"
"2402.3","26.1","12","726","2"
"2010.8","60.9","33.6","5","0"
"253.83","13","7","507","2"
"288.87","84","2.1","15","3"
"3710.3","48.3","29","792","2"
"1746.5","57.5","19.2","646","2"
"4956","35.2","15.5","1","0"
"4676.2","18.2","4.6","7","0"
"1522.7","61.8","6.4","286","3"
"2563.7","32.3","27.6","6","0"
"5119.4","30.3","23","671","3"
"3099.1","80.2","35.6","627","3"
"261.09","85","5.4","733","2"
"274","99","22.6","3","0"
"1535.7","30","12.5","906","2"
"123.92","66","3.6","974","1"
"1674","55","0.8","515","2"
"4964.1","26.9","40.8","9","0"
"135","45.3","24.1","867","2"
"692","69.2","27.9","258","3"
"327.86","94","6.3","893","1"
"1201.4","49.4","32.2","70","3"
"288.21","93","7.7","673","1"
"2209.6","68.6","24.4","154","3"
"1744.4","43.7","0.9","857","2"
"3776.4","22","43.9","6","0"
"1478.5","8.4","29","528","1"
"336","88","2.3","980","1"
"486.4","81","2.2","691","1"
"2619.9","69.9","23.2","8","0"
"4249","74.2","36.6","393","3"
"3954.4","41.6","21.8","551","3"
"1526.9","50.7","14.9","5","0"
"5250.1","29.5","2.2","7","0"
"1357.8","76.5","10","686","1"
"131.57","80","2.3","94","3"
"266.83","36","0.9","751","1"
"374.6","51","4.3","1","0"
"2883.9","7.9","16.6","432","3"
"248.81","28","8.4","769","2"
"1555.5","88.9","27.6","231","3"
"1565.5","33.1","4","500","2"
"200.4","97","2.3","622","3"
"1494.1","59.4","14.4","8","0"
"321.4","88","2.8","825","1"
"3128.1","38.7","1.1","5","0"
"213","85","1.8","155","3"
"1683.4","87","12.5","6","0"
"622.33","75","6.3","558","1"
"2142.9","88.2","34.8","2","0"
"3078.6","9.2","3.9","2","0"
"186","93","10.5","436","3"
"412.7","50.6","1.5","724","1"
"98","87","13.7","3","0"
"248.1","79.9","32.3","709","1"
"2408.9","69.9","5.4","645","2"
"65.4","21.3","12.7","9","0"
"158.67","93","11.7","4","0"
"2523.5","17.8","12.6","4","0"
"2486.7","60.7","23.4","713","1"
"539","95","3.6","7","0"
"86","98","20.7","689","3"
"2528.7","10.1","15.1","503","1"
"2006.4","23.2","28.1","576","3"
"568.6","54","1.3","3","0"
"1257","23.9","38.7","797","1"
"709.5","86","3.7","3","0"
"220","95","22","802","1"
"777.5","64.7","7.4","9","0"
"1735.8","43.2","29.5","621","2"
"427.65","86","1.4","593","1"
"186.25","87","4.1","517","2"
"3836.1","66.4","27.2","9","0"
"4233.7","31.5","14.2","570","3"
"1558.2","54.5","16.4","138","3"
"287.04","84","1.6","155","3"
"1860.5","10","14.8","800","1"
"389.5","37.9","2.8","633","1"
"1861","11.8","25.5","1","0"
"3224.8","65.1","11.2","911","2"
"116.5","21.2","10.9","2","0"
"334","89","14.3","286","3"
"1138.7","76.6","8.4","3","0"
"2063.6","32.8","21.9","1","0"
"2281.3","10.4","0.3","3","0"
"3398.5","11.9","20.2","828","1"
"2925.8","38.9","21.6","504","2"
"1970.8","99.2","16.2","4","0"
"3671","28.9","23.5","829","2"
"4500.9","21.9","11.3","707","1"
"3325.8","31.1","1.9","641","2"
"848.9","37.1","16.5","508","2"
"101","86","22.5","1","0"
"390","72","16.2","712","1"
"1161.2","72.6","15.6","870","1"
"123.2","15.7","31.5","920","2"
"1960","7.8","40.6","8","0"
"159.5","71","20.2","5","0"
"134.33","97","6.9","607","2"
"255.25","67","1.4","579","3"
"2647.6","22.9","28.7","6","0"
"4314.3","28.3","1.9","764","1"
"1509.1","57","14.8","585","2"
"328.6","86","1.7","537","2"
"251.5","78","8.5","7","0"
"2911.1","36.9","36.7","376","3"
"137.22","96","1.6","278","3"
"434.5","15.9","31.6","3","0"
"3259.2","9.5","3.9","184","3"
"881.5","105.7","30.1","551","1"
"461","98","6.7","355","3"
"134.5","72","15.9","755","2"
"884.3","54.4","8.2","989","2"
"125.2","87.2","11.3","613","1"
"380.83","91","6.6","942","1"
"285.2","90.7","21.1","735","1"
"83.31","99","17.8","7","0"
"1218","94.4","30.3","662","1"
"1512.4","7.2","30.8","721","2"
"2741.1","86.5","14.6","725","1"
"2052.5","6.4","29.6","975","2"
"181.12","95","11.3","6","0"
"2143.5","65.1","13","665","1"
"1371.1","59.3","7","504","1"
"2432.9","23.7","15.4","569","3"
"130.67","100","6.9","132","3"
"152.5","86","4.5","583","1"
"3843.4","47.9","30.4","868","1"
"2117.1","69.8","14.7","544","2"
"3314.8","24.8","7","5","0"
"1627.8","71.9","26.8","782","1"
"315","100","26.2","29","3"
"3563.7","73.5","25.3","911","2"
"205","71","13.1","466","3"
"218.2","81","5.3","1","0"
"262.37","34","5.9","3","0"
"289","86","0.4","550","2"
"1447.9","33.3","22.2","640","3"
"1224.5","36.4","18.5","390","3"
"104.6","89","19.1","462","3"
"2686.8","79","0.5","417","3"
"173","91","24.1","4","0"
"523.6","66.5","11.4","687","3"
"1481.4","66","33.3","129","3"
"3240.2","16.8","11.5","509","2"
"4579.1","38.9","22.2","697","1"
"1685.7","65.2","40.6","699","3"
"1079","26","16.4","166","3"
"240.17","91","2.5","798","1"
"226.4","56.6","24.1","879","1"
"3851.6","78.3","38.3","965","1"
"3670.5","55.4","10.9","396","3"
"3567.7","11.9","14.4","844","2"
"145.6","14.8","3.7","627","2"
"1766.5","53.2","27.3","945","2"
"229.4","99","13.7","322","3"
"324.5","95","3.9","831","2"
"2416.9","30.5","16.1","93","3"
"2021.9","67.6","23.1","22","3"
"462","99","12.7","4","0"
"2858.5","78.4","13.8","743","1"
"210.25","78","8.8","2","0"
"1735.4","6.2","27","999","1"
"273.6","88","13","629","1"
"181.7","34","3.5","5","0"
"4396.7","85.3","19.4","599","3"
"344.82","59","5.4","2","0"
"3937.8","53.2","33.1","812","1"
"1366.9","18.5","16.2","672","1"
"2850.8","16.4","17.5","69","3"
"3741.4","75.3","28.2","635","1"
"1027.2","21.4","24.7","532","2"
"1754.4","73","16.8","7","0"
"2003.7","54","10","731","1"
"1403.8","84.6","3.6","955","2"
"1580.3","51.2","14.8","4","0"
"1007.5","31.3","1.1","8","0"
"2395.5","51.6","24.7","503","3"
"242","87","2.8","679","2"
"2391","61","1.9","722","1"
"1441.2","41.2","3.3","8","0"
"3875.8","16.9","27","298","3"
"354.8","20.7","21.4","461","3"
"1128.5","49.7","33.9","2","0"
"3926.7","34.3","28.8","464","3"
"549.3","83.1","13.8","176","3"
"2774.9","96.9","2.3","572","1"
"3039.4","9","23.4","892","2"
"3042.2","57.8","11.5","719","1"
"1802.8","20.6","22.6","501","1"
"234.2","94","2.6","584","2"
"1702.4","15.4","35.3","538","1"
"247.7","103.8","13.9","5","0"
"2257.2","56.8","33.8","571","1"
"329.8","51","6","663","2"
"1639.4","59.3","10.3","698","2"
"296.57","85","2.7","684","3"
"1720.7","82.4","13.7","8","0"
"2474.3","16.8","14.7","865","2"
"2349.1","34.6","35.7","831","1"
"212.5","100","1.5","950","1"
"3032","58","8.1","520","2"
"4530.2","44.8","14.2","877","2"
"1133.7","35.1","36.3","754","2"
"149.75","78","9.4","2","0"
"602","99","6.6","728","1"
"2020.6","81.7","25.4","3","0"
"2956.3","13.1","26","564","2"
"3932.6","97","25.6","3","0"
"1808.1","93.9","31.5","797","2"
"2568.8","34.1","32.1","116","3"
"892.6","40.4","7.6","585","3"
"1964.5","87.5","24.7","681","3"
"1035","71","8.4","570","2"
"227.62","8","6.9","1","0"
"3252.3","22.3","12.5","875","1"
"220.8","93","1.7","3","0"
"102","90","18.6","827","2"
"692.4","16.1","24.3","704","1"
"2007.7","53.1","5.5","761","1"
"2853.9","22.3","24.1","6","0"
"287.67","63","6.9","545","3"
"895.7","21.2","8","4","0"
"465.1","76.2","42.9","324","3"
"178.75","56","8.4","966","2"
"2521.9","21.7","8.5","654","2"
"3108.2","52.8","11.5","794","1"
"305.8","88","13.5","820","2"
"1661.3","48.2","15.3","353","3"
"744","56.5","2.5","869","2"
"1963","82","6","978","2"
"2481.2","66.8","8.2","198","3"
"351.7","9.1","1.1","756","1"
"365.5","61","2.1","6","0"
"3336.8","37.3","19.4","736","1"
"3678.5","30.5","22.2","389","3"
"168.2","21.7","6.4","938","1"
"1677.7","23.2","21.5","7","0"
"3439.8","11.7","32.4","758","2"
"82.67","93","1.8","178","3"
"1094","9","8","331","3"
"1761.4","9.3","11.8","644","1"
"444.4","15.9","31.4","136","3"
"1634.5","41.7","13.9","161","3"
"1787.1","15.3","30.2","14","3"
"190.07","95","9.8","525","1"
"539.1","19.3","34.6","327","3"
"81","100","2","3","0"
"78.6","44.3","19.2","7","0"
"4752.9","80.3","13.4","664","3"
"1636.1","91.4","24.6","5","0"
"3340.4","92","38.8","1","0"
"685.86","22","3.2","5","0"
"42.9","70.8","36.6","8","0"
"188.31","100","11.8","2","0"
"3411.5","30","35.3","913","1"
"4323.6","74.8","36.2","911","1"
"1890.7","23.6","20","4","0"
"1887.7","88.8","34.6","604","1"
"579.5","78","6","184","3"
"3157.4","44.3","10.4","6","0"
"1760.48","97","2.4","886","1"
"3976.4","25.4","6.4","699","2"
"4382.4","22.8","1.4","53","3"
"2681.6","30.5","14.3","577","2"
"1470","20.2","26.9","9","0"
"1817.6","38.5","28","671","1"
"2921.9","58.6","10.3","5","0"
"180","87","12.1","9","0"
"218.2","93","2.4","910","1"
"1072.75","78","3.8","854","2"
"227","92","0.9","398","3"
"3401.6","15","9.2","949","2"
"2937.2","65.9","4.4","5","0"
"204","98","12.7","226","3"
"3358","19.9","24.5","760","2"
"3004.3","41.8","20.2","658","3"
"4863.7","17.3","15.7","3","0"
"3919.6","66.8","30.6","969","1"
"171.68","38","8.7","546","3"
"3878.6","75.9","5.8","570","1"
"2597.7","25.5","30.3","798","1"
"3098.4","39","4.3","659","2"
"131.67","88","6.9","393","3"
"2373.1","44.1","13.6","8","0"
"1118.7","64","26.8","3","0"
"2551.4","90.8","2","9","0"
"4478.1","63.5","41.4","256","3"
"2131.5","25.5","9.7","909","2"
"155","52","2.2","573","2"
"1997.1","7.9","13","78","3"
"359.61","85","1.1","5","0"
"1652.5","72.7","20.8","914","1"
"799","99","14.4","985","1"
"1761.8","29.2","14.6","897","2"
"1310.1","14.3","16.8","3","0"
"2045.1","74.9","15.9","329","3"
"1118.2","43.4","5","4","0"
"334","67","4.4","682","2"
"2593.8","34.1","17.7","587","1"
"741.8","67.8","9.6","826","1"
"3822.8","12.7","17.9","4","0"
"809.5","27.9","14","546","2"
"3658.5","86.4","9.1","753","1"
"146.5","97","9.4","201","3"
"1375.4","78.3","15.7","571","1"
"287.07","94","8.3","987","2"
"5073.6","40.2","22","596","3"
"3546.2","47.4","2.3","602","2"
"3877.1","40.4","25.8","242","3"
"368.5","85","3.7","2","0"
"315","83","15.2","5","0"
"619.5","93.5","9.7","8","0"
"1997.2","57.5","18.2","895","2"
"2651.9","96.9","4.7","543","3"
"85.25","78","9.2","775","1"
"1542.6","36.6","29.5","9","0"
"744.4","65.1","16.6","737","1"
"521.1","37.6","14.9","186","3"
"598.9","82.8","1.8","6","0"
"1321.5","78","4.1","843","1"
"147","94","27","1","0"
"959.1","53.8","30.3","106","3"
"268.11","96","8.3","6","0"
"263","83","13.2","955","2"
"1465","53.1","17.2","1","0"
"603.5","27.5","18.7","732","2"
"379.2","96","1.1","898","2"
"1162.8","62.7","15","425","3"
"529.3","35.9","14.4","173","3"
"2019.2","45.4","11.7","847","1"
"3174.5","79.4","10.7","900","2"
"333.2","62.2","0.4","239","3"
"163.67","99","2","540","2"
"472.6","92","9.9","762","1"
"188.25","88","1.7","1","0"
"1018.9","11.7","44","108","3"
"4113.4","62.3","11.5","957","1"
"3799.2","10.4","11.9","618","1"
"2760","51.4","32.3","902","2"
"3113","9.9","27.2","330","3"
"181","83","30.6","9","0"
"1981.3","46.7","23.1","717","2"
"3090.1","77.8","16.7","776","1"
"4758","98","2.4","303","3"
"158","100","23.3","731","1"
"1698.6","37.9","12.2","1","0"
"3036.8","81","7.9","538","1"
"2592.5","25.7","11.4","8","0"
"1778.9","37.5","8.8","939","2"
"3532.9","27.2","17.8","914","1"
"982.3","42.5","3.8","508","2"
"2516.4","39.8","24.5","982","1"
"2111.3","95.7","18.2","4","0"
"515.2","86","9.2","995","2"
"83.42","66","1.6","9","0"
"858.9","73.9","3.1","503","1"
"1040.3","77.5","40.4","766","2"
"4129.7","38.6","25.3","563","1"
"108.4","86","22","538","3"
"1512.1","25.3","10.8","178","3"
"3009.7","45.2","23.8","420","3"
"537.7","13.9","33.3","912","2"
"3865.5","38.2","6.5","929","1"
"1284.7","50.2","9","914","1"
"2022.2","19.3","0.5","553","3"
"3646.1","78","7","5","0"
"1041.1","14.5","21.8","147","3"
"312","88","3","308","3"
"1708.3","90.7","32.2","762","2"
"3327.1","22.6","0.4","7","0"
"542.7","67.9","4.9","510","3"
"1935.4","44.1","20.3","555","2"
"693.2","32.4","6.8","2","0"
"2263.3","39.3","24.3","690","2"
"2617.6","39.2","13.9","3","0"
"1390.9","43.1","18.2","574","1"
"3637.3","71.1","26.9","845","2"
"2830.3","11.8","26.4","366","3"
"217.9","42.1","11.6","600","1"
"4107.6","98.2","38.4","9","0"
"108","83","28.2","711","2"
"2472.4","8.1","10.4","788","1"
"380.2","76.3","33.3","2","0"
"115.4","97","10.1","640","2"
"3628.8","75.9","33.2","464","3"
"3870.6","60.8","20.5","248","3"
"3658.1","64","35.1","965","2"
"1441.6","34","20.1","836","1"
"3283.4","76.5","23.3","725","1"
"300.2","89","2.4","769","2"
"182.3","23.3","8.7","400","3"
"1825.2","50.9","23.9","644","3"
"2789.9","89.3","39.3","6","0"
"4153.3","9.7","12.5","687","2"
"1528.5","37","13.1","828","1"
"3375","45.8","12.2","613","3"
"1081.9","55","44.3","964","2"
"2508.4","31.4","4.4","64","3"
"470.1","18.8","29.8","604","1"
"4412.1","24.3","23.4","509","2"
"3904.1","16","32.8","541","2"
"3535.6","86.8","27.4","2","0"
"58.1","11.8","24.4","630","1"
"2509.6","10.7","11","930","2"
"4252.3","17.5","33","992","1"
"1400.3","43.4","3.9","913","2"
"3706","21.7","25.2","592","1"
"3793","47.9","25.6","560","2"
"352","83","11.6","3","0"
"2694.8","59.4","4.8","825","1"
"3666.3","33.1","44.7","765","2"
"677.1","70.3","5.3","932","1"
"896","30.9","10.6","914","1"
"131","19","4.8","937","1"
"98.9","16.6","0.6","561","3"
"679.8","25.9","17.6","398","3"
"810.2","23.8","3.5","766","1"
"5093","71.7","38.2","1","0"
"1035.5","38.1","11.3","900","1"
"150","94","7.8","609","1"
"3385.5","20.9","31.2","206","3"
"2549.2","11.3","27.5","513","2"
"223.5","86","15.7","715","2"
"2063.1","22","27.5","362","3"
"1211.4","8.7","10.7","999","2"
"1966.1","51.4","1","2","0"
"3409.9","56.5","16.7","4","0"
"2311.4","76.9","36.8","960","1"
"3029","67.9","24.6","691","2"
"3594.5","48.1","11.5","320","3"
"250.74","86","7","6","0"
"3025.3","16.3","12.2","1","0"
"3059.3","46.8","27.9","507","2"
"4157.3","67.7","20","6","0"
"585.3","92","31.6","969","1"
"229","98","13.9","895","2"
"917.8","11.6","1.3","531","1"
"151","93","3.7","484","3"
"2412.4","86.8","1.4","539","1"
"4164.9","14.5","34.7","646","1"
"3435.1","78.4","21.2","810","2"
"1027.3","73","45","753","2"
"116.28","54","8.8","287","3"
"151.33","97","6.9","790","2"
"2324.5","65.7","31.3","793","2"
"2299.8","21.2","30.7","3","0"
"235","83","23.5","64","3"
"115","97","6.9","741","1"
"348.1","67","2.3","585","3"
"4480.8","83.7","6.7","957","2"
"65","83","26.4","978","2"
"2737.7","43.7","9.3","3","0"
"1783.6","98","15.8","277","3"
"3805.7","48.4","14.8","9","0"
"1136.3","98.8","24.9","171","3"
"1175.6","74","23.4","772","2"
"3191.4","18.9","25.4","3","0"
"2791.3","81.6","11.9","9","0"
"172","89","29.5","523","3"
"3688.3","25.5","26.9","743","2"
"4243.9","67.6","19.1","1","0"
"400.5","56","5.6","764","2"
"3768.33","63","1.4","762","1"
"52.6","55.6","22.7","789","1"
"79","83","22.7","942","2"
"2661.4","61.4","32.7","117","3"
"4549.3","49.8","15.4","980","2"
"1291.6","59.6","37.9","5","0"
"5064.3","47.9","33.9","699","3"
"232.2","85","1.8","631","3"
"1802.5","54.6","3.6","563","3"
"214.6","84.7","32.3","611","2"
"1716.5","76.9","26.3","964","1"
"4283.7","67.8","32.9","726","2"
"126","83","31.4","532","1"
"1146.6","27.2","15.9","1","0"
"2786.6","34.8","24.9","560","1"
"1100.6","16.8","44.1","648","1"
"876.2","68.8","27.1","4","0"
"1030.1","19.1","22.9","9","0"
"2385.3","19.3","27.8","449","3"
"3080.9","58","34.7","655","1"
"275","88","4","823","1"
"2518.3","46.3","18","288","3"
"4036.2","86","35.2","403","3"
"63.25","98","25.6","4","0"
"821.2","54.3","35.6","153","3"
"1300.1","59.5","16.2","586","3"
"149.46","93","10.7","568","2"
"5039.2","93.3","22.9","519","1"
"2141.67","88","3.7","563","2"
"267.43","86","5.7","935","1"
"1030.8","73.1","29.6","3","0"
"1244","43.3","1.2","808","1"
"307.2","93","12.7","9","0"
"4093.6","52.5","2.4","595","2"
"86.86","100","19.7","1","0"
"2818.9","86.5","1.8","335","3"
"2854","21.6","32.2","700","1"
"981.7","62.6","16.3","683","2"
"367.3","64.6","30.2","797","1"
"170","30.1","13.3","824","1"
"5085.3","12","30","839","2"
"3999.7","43.5","24.1","304","3"
"3539","32.3","25.2","878","1"
"2577.4","19.2","21.4","868","2"
"3455.7","98.7","2.3","390","3"
"2718","51","6.4","8","0"
"525.6","43.1","8.4","3","0"
"144","89","1.9","657","2"
"2433.4","77.6","10.9","574","2"
"118","96","8","4","0"
"356.5","66.1","8.1","653","1"
"2097.1","31.7","21.9","8","0"
"99.66","97","15.5","993","1"
"2100.6","38.3","29.8","853","1"
"208.8","94","1.9","5","0"
"156","57.1","37.1","859","2"
"134.08","97","15.4","4","0"
"3281.7","71.1","0.6","613","2"
"4890.1","98.1","23.1","5","0"
"314.25","67","5.8","6","0"
"169.4","90","6.4","566","3"
"1202.3","60.5","0.9","539","2"
"2488.9","66.9","11.6","211","3"
"1126.1","41.2","16.5","653","1"
"1939.79","35","1.1","699","3"
"1259","95.6","21.3","6","0"
"41","97","43.1","5","0"
"501.3","61.5","5.5","1","0"
"3876.9","60.3","24.8","588","2"
"1100.5","78","10.2","631","3"
"2569.1","75","13.3","856","1"
"1273.9","23.8","24.7","250","3"
"4275.4","72.3","18.8","4","0"
"1325.1","8.3","22.3","2","0"
"101.5","90","1.4","566","2"
"956.8","67.3","27.5","159","3"
"5043","65.7","31.9","3","0"
"4361.4","54.1","19.3","2","0"
"3774.1","11.3","3.9","849","1"
"3634.2","52.2","14.8","4","0"
"337.6","99","2.2","2","0"
"292","83","16.6","220","3"
"3673.3","36.2","30.6","802","1"
"139.2","40","5.5","146","3"
"1710.5","67.6","6.1","9","0"
"1698.1","85","34.5","659","2"
"1446","85.3","0.4","602","1"
"142.5","94","6.8","24","3"
"290.22","85","2.9","874","1"
"1023.1","67.1","2.5","797","1"
"4150.5","88.3","13.4","566","2"
"186.3","27.9","30.3","526","3"
"2677.6","50.6","11.4","182","3"
"1862.8","63.6","10.2","4","0"
"267.6","55.1","30.2","6","0"
"2359","66.6","19","543","2"
"314.7","7.7","27.4","9","0"
"134","83","12","3","0"
"2441.1","68.3","15.2","4","0"
"91.5","86","17.2","107","3"
"500.5","7.3","20.8","674","2"
"184.75","92","4.7","934","1"
"417","86","6.5","194","3"
"2909.47","94","1.3","742","2"
"1798.2","94.4","26.6","491","3"
"2812.2","9.4","26.8","8","0"
"408.5","93.6","3.8","965","2"
"366","88","8.3","807","1"
"3722.8","101.4","24.2","716","2"
"162","98","13","533","3"
"648.7","81.3","17.5","646","1"
"3698.2","80.8","29.7","506","3"
"725.2","71.1","33.2","3","0"
"232.2","20.5","19.7","476","3"
"3270.6","66.4","13.2","950","2"
"2013.4","10.1","24.3","718","2"
"2743","85.6","30.9","915","2"
"1765.1","82.4","19.7","581","2"
"902.8","62.1","40.6","9","0"
"859","92","16.2","126","3"
"169","83","21.9","646","3"
"213","96","17.1","622","3"
"1529.8","13.2","3.6","210","3"
"4587.8","25.2","16.7","833","2"
"92.6","36.5","1.2","609","3"
"245.8","89","1.2","2","0"
"107.9","40.5","0.7","700","2"
"330.1","33","23.5","148","3"
"215.6","91","15.9","618","1"
"2015.9","28.7","2.3","796","1"
"2041.5","26.9","13.4","718","1"
"280.61","85","4.8","7","0"
"3145.3","89.1","19.7","971","1"
"205","73","1.4","477","3"
"1681.9","35","30.1","535","1"
"2112.9","34.3","17.3","8","0"
"3775.9","79.3","16.6","5","0"
"1112.7","23.3","31.8","461","3"
"2979.1","74.3","38.6","844","1"
"4760.3","58.5","11.8","816","2"
"3421.4","33.2","1.6","8","0"
"789.5","53.3","8.5","7","0"
"67.2","37.4","6.2","2","0"
"4004","58.6","4.4","516","3"
"3557","83.1","0.8","9","0"
"500.71","92","2.2","927","2"
"2214","84.6","31.7","156","3"
"355.2","11.8","5.1","3","0"
"3121.6","102.4","13.9","936","1"
"64.4","95","4.1","7","0"
"4300.1","63.2","8.7","1","0"
"86.2","76.3","29.1","5","0"
"3592.9","63.1","6.5","146","3"
"3632.3","11.6","8.8","605","3"
"2592.5","44.4","25","505","3"
"1428","99","7.9","264","3"
"2777.2","73.3","29.6","629","1"
"266.87","85","4","7","0"
"3417.7","12.7","6","5","0"
"793.17","48","1.7","893","1"
"4056.4","28.8","27.5","823","1"
"1989.7","23.1","6.3","66","3"
"2949.8","52.7","29.8","5","0"
"230.2","89","14.6","899","1"
"813.8","69.4","1.7","914","1"
"3693.5","24.9","10.4","585","2"
"1944.5","40","38.7","992","2"
"4259.2","42.6","18.6","295","3"
"258.2","91","13.6","8","0"
"3297.2","22.1","16.9","584","2"
"732.3","33.1","1.7","537","2"
"2123.7","7.7","30.8","8","0"
"66","13.1","31","699","3"
"1066.6","83.3","8.3","2","0"
"2010.8","7.4","20.3","549","1"
"215.2","56","1","5","0"
"3360.6","63.9","31.1","985","1"
"3245.2","25.4","34.7","682","1"
"158.8","98","20.1","4","0"
"3474.7","58.2","38.3","968","2"
"351","83","17","568","2"
"129","26.4","4.2","690","2"
"64.75","86","7.8","910","1"
"165.7","12.4","19.7","8","0"
"3144.4","13.2","20.9","794","1"
"972.4","43.8","35","527","3"
"174.4","65.8","29.6","382","3"
"60.18","93","13.1","9","0"
"225.87","25","6.1","957","1"
"2365.2","80.9","10.1","904","2"
"2497.6","107.6","21.3","539","1"
"2376.6","64.2","3","131","3"
"1046.6","72.2","24.6","830","2"
"3168.9","66.9","10.2","704","2"
"4001.7","59.6","0.4","457","3"
"59","88","28.6","593","1"
"75.2","43.7","43.8","8","0"
"782.2","74.8","40.4","534","3"
"2122.8","51.2","23.6","9","0"
"518","71.9","20.3","5","0"
"3027.7","55.6","14.9","6","0"
"457.4","66.1","14.8","542","2"
"157.2","90","17.3","650","1"
"79.12","70","5.3","559","3"
"4020.8","32.7","2.5","2","0"
"2834.9","9","6.8","123","3"
"359.15","51","5","8","0"
"1795.8","79.5","6.7","621","1"
"113.2","51","5.5","869","2"
"1067.67","63","1.9","595","3"
"338.6","27.5","20.1","876","1"
"859.1","74","17.4","792","1"
"838","53.2","8.6","500","1"
"185","71","13.6","93","3"
"3952.1","73.1","24.2","705","2"
"1262.1","57.5","2.4","75","3"
"901.3","19.5","29.5","5","0"
"4001","52.2","14.1","902","1"
"2967.9","104.7","12.5","656","1"
"3266.3","72.5","15.3","968","2"
"1335.6","10","26.4","967","2"
"217.1","40.3","29.8","966","1"
"777","87.3","17.6","6","0"
"1521","19.8","18","7","0"
"3213.2","23.9","29.4","6","0"
"2970.2","18.8","5.7","602","1"
"3707.8","55.9","23.3","1","0"
"1090.1","17","12.2","254","3"
"109","99","30.7","688","3"
"2717.3","27.2","33.6","697","3"
"193.6","67","3.4","9","0"
"1512.8","93.8","0.7","6","0"
"2647","55.5","17.1","940","2"
"103.6","47.4","3.8","714","1"
"2757.5","90.1","18.6","947","1"
"1146.3","35.2","15.4","4","0"
"2384","32","1.6","6","0"
"3206.3","78.2","31.8","874","1"
"772.3","32.6","35","996","1"
"3994.5","31.5","28","775","2"
"598.3","78.9","3.8","9","0"
"404.2","87","1.2","935","1"
"2725.1","80.5","9.8","891","1"
"3080","53","38.4","986","1"
"223.6","95","14.6","516","3"
"3856.1","40.2","31.4","613","2"
"4469.4","78.2","29.5","1","0"
"3934.7","103.8","20.7","8","0"
"141.3","70.7","31.3","940","2"
"329.5","92","3.6","496","3"
"3657.1","45.2","6","795","1"
"606.4","24.6","25.1","292","3"
"130.2","62","1.9","841","1"
"4265","21.5","30.9","551","2"
"814.4","22.9","4.3","887","2"
"4063.5","8.1","40","274","3"
"2467.3","57.3","5","717","2"
"2697.2","79.1","34.3","2","0"
"157.5","94","3","197","3"
"4637.61","30","0.5","944","2"
"396.5","59.1","29.1","535","2"
"986","82.9","27.2","5","0"
"4074","82.1","8.3","578","1"
"472.8","96","10.2","8","0"
"195.75","86","13.3","249","3"
"942.5","20.7","15.1","602","2"
"706","86","3.2","41","3"
"324.44","31","4.9","1","0"
"5373.2","88.1","1","3","0"
"251.8","100","2.5","787","2"
"3325.2","45","23","4","0"
"3312.3","21.7","20.1","524","3"
"2376.2","86.9","22.1","441","3"
"2936.8","12.4","44.7","8","0"
"2523.9","22.2","4.6","3","0"
"2141.6","38.6","33.5","540","2"
"2023.8","75.8","29.9","8","0"
"3204","78.7","0.4","814","1"
"3346.1","33.4","8.3","894","1"
"2902","21.2","6.2","19","3"
"3847.2","39.5","7.8","551","3"
"305.4","93","12.2","9","0"
"716.9","57","29.6","858","2"
"1900.3","83.6","26.2","961","1"
"393.25","78","7.5","832","2"
"83.6","68.8","9.4","6","0"
"1177.3","19.5","3.9","5","0"
"3631.6","11.8","3","515","1"
"424.57","50","1.7","763","2"
"4651","65","0.9","3","0"
"4677.2","27","18.1","581","3"
"744.5","77.8","17.6","651","2"
"1179.8","7.2","23","943","1"
"1600.1","33.2","28.5","741","2"
"3800.5","90.5","11.5","65","3"
"5296.8","28.1","12.8","6","0"
"3357.4","61.9","30.9","621","2"
"201.6","91","1.5","944","1"
"1910.2","31.3","36","850","2"
