RT,Avai,Thr,Late,Place,Label
2078.8,25.5,2.8,0.0,0,0.51865
1606.4,13.5,10.8,0.0,1,0.50746
174.9,49.5,6.6,0.0,1,0.6211
3047.5,10.7,11.1,0.0,1,0.4565
1360.1,61.2,26.3,0.0,1,0.66572
2016.9,69.4,23.4,0.0,2,0.66497
2060.6,75.0,42.6,0.0,3,0.72928
2048.0,46.6,31.3,0.0,3,0.62894
824.1,29.1,26.5,0.0,1,0.59682
2586.5,86.4,34.7,0.0,3,0.72325
4293.0,44.0,19.1,0.0,3,0.54316
1042.0,64.2,1.7,0.0,1,0.62287
905.3,31.6,26.9,0.0,0,0.62352
4358.9,14.5,9.3,0.0,3,0.43757
195.4,53.0,27.4,0.0,3,0.68364
992.1,43.1,32.2,0.0,1,0.64524
3716.4,72.1,2.0,0.0,1,0.57128
4820.5,59.6,13.4,0.0,0,0.56188
1085.6,23.5,36.7,0.0,0,0.62326
2872.8,31.6,8.3,0.0,1,0.5037
1360.2,34.9,27.4,0.0,0,0.62169
4299.1,11.4,32.8,0.0,1,0.48734
2722.2,43.1,8.3,0.0,3,0.54356
4313.6,90.5,8.6,0.0,0,0.63975
1045.9,16.0,20.1,0.0,2,0.54847
2896.3,52.6,31.2,0.0,0,0.63694
3863.1,40.6,34.6,0.0,2,0.57554
538.6,86.9,8.1,0.0,0,0.72381
2185.2,80.0,6.2,0.0,0,0.66064
3260.6,33.7,8.0,0.0,2,0.50518
216.0,49.6,33.2,0.0,0,0.7015
198.7,8.6,21.7,0.0,3,0.56203
3549.3,8.0,26.6,0.0,2,0.47856
2113.2,34.9,41.7,0.0,2,0.61981
3732.4,31.8,7.4,0.0,1,0.48163
2211.4,15.3,18.6,0.0,2,0.50538
3837.9,76.2,13.5,0.0,2,0.60954
1584.2,59.5,34.5,0.0,0,0.69527
1121.6,30.4,43.3,0.0,1,0.64251
3071.8,27.9,8.6,0.0,3,0.50935
464.5,36.0,33.8,0.0,1,0.64601
3813.3,37.2,28.8,0.0,3,0.55498
3895.0,77.8,15.3,0.0,3,0.62044
2463.2,88.7,0.2,0.0,2,0.63859
2985.7,8.5,18.3,0.0,0,0.4923
3313.1,55.6,28.1,0.0,0,0.62619
3521.3,81.4,5.6,0.0,2,0.60666
2612.2,20.0,26.4,0.0,1,0.53614
439.9,77.3,2.0,0.0,2,0.66695
2683.8,27.2,8.2,0.0,0,0.52117
55.0,62.0,17.0,0.0,3,0.6868
1954.2,16.3,9.4,0.0,0,0.51527
1950.9,59.2,20.0,0.0,2,0.62512
1696.9,62.4,18.5,0.0,2,0.63505
3994.8,26.2,7.9,0.0,2,0.46627
3245.7,63.3,26.8,0.0,3,0.64107
1354.6,38.7,39.3,0.0,0,0.66111
3035.2,72.3,23.3,0.0,1,0.64974
37.3,70.0,8.9,0.0,3,0.69529
1871.3,15.1,8.1,0.0,1,0.49366
3605.2,61.0,2.0,0.0,3,0.56619
3649.0,12.5,17.8,0.0,1,0.46564
3649.6,78.1,38.9,0.0,1,0.68192
2549.9,13.8,26.0,0.0,3,0.5306
3240.5,51.8,35.1,0.0,2,0.6175
826.7,80.1,7.2,0.0,3,0.69688
1111.3,61.8,4.7,0.0,0,0.63824
3542.2,50.3,8.5,0.0,2,0.54358
562.9,60.4,23.2,0.0,0,0.69488
1481.8,15.2,10.7,0.0,2,0.50405
1962.1,22.9,24.2,0.0,3,0.56669
1991.8,60.1,9.1,0.0,0,0.6231
2231.1,12.4,2.8,0.0,0,0.48207
681.1,79.2,26.6,0.0,3,0.74685
886.2,40.5,4.4,0.0,3,0.57302
1403.1,52.3,5.0,0.0,2,0.58989
2103.1,31.1,22.0,0.0,2,0.56394
3140.7,86.1,13.8,0.0,2,0.65222
5080.3,81.7,15.8,0.0,0,0.61655
1104.6,42.9,36.8,0.0,3,0.65791
480.5,18.8,6.8,0.0,3,0.55151
1703.6,71.2,24.0,0.0,3,0.69148
2217.1,37.1,16.7,0.0,1,0.55709
1635.2,82.3,12.8,0.0,0,0.69677
1256.9,17.7,10.3,0.0,1,0.51522
1915.2,25.9,31.7,0.0,3,0.58551
1429.2,16.0,0.2,0.0,2,0.48034
1512.4,73.7,0.8,0.0,0,0.64826
670.9,17.3,15.4,0.0,0,0.56475
93.5,77.5,13.2,0.0,1,0.71149
3351.3,32.1,27.9,0.0,1,0.54633
798.1,30.7,37.1,0.0,1,0.63307
4164.3,84.9,15.5,0.0,1,0.63243
4245.1,64.6,16.7,0.0,2,0.57811
1368.8,65.6,7.6,0.0,3,0.6323
1181.0,65.2,19.4,0.0,1,0.6663
569.2,27.6,24.8,0.0,0,0.61664
2431.5,36.2,6.2,0.0,3,0.54408
1333.3,23.7,40.5,0.0,1,0.61096
3062.8,69.5,2.2,0.0,2,0.5892
4133.5,61.3,18.4,0.0,3,0.59503
2806.0,81.5,30.5,0.0,3,0.69317
3574.2,43.1,23.6,0.0,2,0.55403
2024.9,53.9,20.1,0.0,0,0.63422
696.1,18.4,4.7,0.0,3,0.52464
2442.2,96.9,12.1,0.0,3,0.69836
2478.2,22.5,10.7,0.0,3,0.51706
4575.3,6.9,1.2,0.0,3,0.39853
57.1,67.7,3.6,0.0,1,0.65262
614.5,10.1,17.7,0.0,1,0.53063
1206.8,71.0,32.3,0.0,3,0.72775
678.0,12.7,31.4,0.0,0,0.5932
4477.8,41.0,9.6,0.0,3,0.49754
2180.2,17.0,44.6,0.0,0,0.59931
4414.9,29.1,30.8,0.0,1,0.52324
2039.5,48.4,10.8,0.0,3,0.58371
1319.7,26.4,36.2,0.0,1,0.60545
568.9,41.7,13.5,0.0,2,0.60872
1114.6,38.8,33.7,0.0,0,0.65321
1321.3,66.8,6.3,0.0,1,0.62914
1648.2,6.6,30.8,0.0,3,0.54744
871.2,45.0,19.7,0.0,2,0.61742
2582.3,71.0,0.3,0.0,2,0.58998
1377.6,23.5,2.7,0.0,1,0.5136
779.0,27.4,23.3,0.0,1,0.5869
326.8,12.2,33.4,0.0,1,0.5918
904.6,91.3,29.3,0.0,1,0.75813
1249.2,17.6,19.2,0.0,3,0.54909
1173.0,63.4,39.9,0.0,1,0.70622
4152.6,68.1,34.5,0.0,0,0.65247
944.7,70.2,32.1,0.0,3,0.71738
2440.1,21.4,6.6,0.0,2,0.48451
3959.3,41.1,10.7,0.0,0,0.53028
2012.0,21.1,29.4,0.0,3,0.55874
3383.0,36.8,35.2,0.0,3,0.59009
4959.3,61.6,8.4,0.0,3,0.53853
1770.2,61.8,26.6,0.0,2,0.65831
243.2,51.4,42.0,0.0,2,0.70864
2391.2,80.9,0.6,0.0,2,0.62046
1174.0,11.6,25.1,0.0,0,0.5623
2937.8,18.5,11.9,0.0,3,0.4953
1747.8,28.8,16.7,0.0,1,0.5508
2868.5,62.3,18.5,0.0,1,0.61263
1052.8,59.1,33.1,0.0,1,0.68858
1809.1,17.3,40.8,0.0,1,0.58687
3440.4,74.4,1.4,0.0,3,0.60038
3981.9,30.4,6.6,0.0,3,0.48212
2168.3,62.9,14.2,0.0,2,0.61859
2541.7,20.7,21.6,0.0,2,0.52942
376.8,28.9,31.1,0.0,3,0.63478
92.6,29.3,32.9,0.0,0,0.65308
285.5,22.7,10.9,0.0,0,0.57666
4351.7,53.5,24.1,0.0,0,0.58497
2529.1,63.4,13.4,0.0,2,0.60999
5251.9,15.7,19.3,0.0,1,0.44116
3470.8,41.6,35.2,0.0,3,0.58954
2308.4,70.7,2.6,0.0,3,0.61681
1960.2,25.4,9.4,0.0,3,0.53139
1588.2,25.3,6.1,0.0,2,0.52586
384.3,53.3,27.4,0.0,2,0.67139
2874.9,20.8,2.1,0.0,1,0.46727
4000.6,20.5,21.5,0.0,3,0.5036
5437.6,71.4,27.6,0.0,3,0.6044
2330.5,41.6,8.0,0.0,1,0.54863
355.7,38.8,29.4,0.0,1,0.64853
4385.3,10.8,0.1,0.0,0,0.41756
2399.2,37.7,13.9,0.0,0,0.56879
1354.2,18.9,25.8,0.0,0,0.57784
3459.2,61.0,29.5,0.0,3,0.63174
3631.2,49.1,9.8,0.0,1,0.54021
3597.7,28.3,2.8,0.0,3,0.47435
575.5,7.2,2.5,0.0,0,0.50969
4430.4,23.0,12.8,0.0,1,0.4564
2237.7,33.6,30.9,0.0,0,0.6052
2168.7,93.1,13.3,0.0,1,0.69533
300.2,8.5,34.5,0.0,0,0.59992
1575.0,73.5,1.8,0.0,1,0.62764
1341.3,63.7,7.1,0.0,1,0.63044
209.4,41.9,6.8,0.0,0,0.61631
2983.6,11.4,28.0,0.0,1,0.50633
1507.5,50.5,32.2,0.0,1,0.65606
1405.6,15.0,10.0,0.0,3,0.52646
2880.3,14.9,12.4,0.0,2,0.47843
302.2,42.1,30.3,0.0,2,0.64987
2421.5,56.9,23.2,0.0,3,0.63858
3910.9,45.5,15.1,0.0,3,0.55199
3571.6,49.5,9.7,0.0,0,0.55848
5128.8,63.8,5.3,0.0,3,0.53642
3287.8,16.6,11.2,0.0,1,0.4733
138.3,33.7,12.4,0.0,0,0.61172
1005.9,16.2,28.6,0.0,3,0.57757
2577.5,29.6,27.9,0.0,2,0.5628
3952.5,65.9,11.2,0.0,2,0.57468
2945.0,35.1,17.5,0.0,1,0.53797
1440.7,43.2,9.3,0.0,0,0.59515
3218.1,58.2,29.9,0.0,0,0.63969
3724.7,27.6,24.9,0.0,0,0.538
3926.4,46.5,32.8,0.0,3,0.59055
2023.6,40.4,33.5,0.0,1,0.61673
579.0,19.4,15.1,0.0,1,0.55705
500.8,62.6,25.3,0.0,2,0.68778
710.6,12.0,24.6,0.0,2,0.55181
60.1,46.8,12.4,0.0,0,0.64635
178.4,50.4,2.2,0.0,1,0.60799
1748.7,88.5,1.2,0.0,2,0.66235
4210.7,13.0,30.1,0.0,1,0.48632
1896.7,20.8,40.4,0.0,2,0.5916
3112.8,31.5,20.8,0.0,1,0.52839
4029.6,25.5,16.8,0.0,2,0.49062
804.4,84.9,2.9,0.0,3,0.68341
3033.3,31.1,15.0,0.0,0,0.53936
3830.0,22.4,11.9,0.0,3,0.48939
2094.6,23.7,26.3,0.0,1,0.549
770.8,11.8,10.6,0.0,3,0.5355
2264.0,23.8,0.2,0.0,2,0.48699
3222.2,75.0,25.9,0.0,2,0.65023
2431.9,63.9,37.3,0.0,1,0.67749
1074.6,80.0,41.2,0.0,0,0.77591
1749.2,55.5,45.5,0.0,2,0.69454
3935.4,10.2,34.5,0.0,2,0.49958
2417.5,67.9,26.4,0.0,1,0.65548
1770.7,38.4,25.9,0.0,1,0.59885
3316.6,66.4,16.8,0.0,2,0.60815
4275.1,68.2,33.6,0.0,1,0.62288
1768.1,59.6,39.1,0.0,0,0.70242
243.5,75.4,0.7,0.0,1,0.66008
1365.8,63.9,31.9,0.0,3,0.69058
516.8,44.3,33.1,0.0,0,0.68038
1334.7,10.9,24.4,0.0,3,0.54185
2108.5,26.6,4.1,0.0,1,0.50428
4666.8,28.1,11.2,0.0,0,0.48154
4233.8,26.4,15.7,0.0,0,0.49927
4106.4,11.8,24.6,0.0,3,0.48295
2634.6,24.4,9.9,0.0,3,0.51645
2545.0,28.6,20.0,0.0,0,0.55782
1302.5,15.2,4.4,0.0,2,0.50041
2081.2,72.9,41.1,0.0,0,0.73291
3870.7,41.6,4.0,0.0,0,0.51705
2603.2,46.2,9.0,0.0,2,0.55594
1457.6,76.7,27.7,0.0,1,0.70848
1751.8,54.5,21.8,0.0,2,0.62767
3081.0,54.9,25.8,0.0,3,0.62367
4667.9,54.4,11.9,0.0,0,0.54884
3042.3,71.8,9.0,0.0,1,0.61236
486.6,83.7,34.5,0.0,1,0.76793
2779.3,57.9,2.3,0.0,1,0.56023
203.6,61.7,27.9,0.0,1,0.69793
510.7,56.5,13.2,0.0,0,0.66143
560.2,48.2,15.4,0.0,2,0.63152
1909.7,89.0,28.5,0.0,3,0.74445
309.5,31.1,31.8,0.0,2,0.62943
912.4,87.2,33.0,0.0,2,0.76471
3850.7,59.0,28.2,0.0,2,0.59702
501.9,18.1,8.5,0.0,1,0.53482
2264.1,19.6,34.2,0.0,3,0.57337
331.5,5.7,13.1,0.0,3,0.53324
3717.6,47.5,1.5,0.0,3,0.52032
2142.7,8.7,44.7,0.0,3,0.5646
1071.6,81.4,22.9,0.0,1,0.71903
2951.5,50.5,1.6,0.0,1,0.53393
2145.8,63.7,12.9,0.0,0,0.63762
4555.3,52.2,8.3,0.0,1,0.5201
1592.4,62.4,14.4,0.0,2,0.63596
3588.2,55.0,5.7,0.0,3,0.54826
807.7,29.5,4.7,0.0,0,0.56521
2350.3,46.0,26.0,0.0,1,0.60221
634.2,48.4,28.6,0.0,1,0.65979
895.0,41.6,18.0,0.0,3,0.60927
4343.2,57.9,1.8,0.0,3,0.52903
4418.1,66.4,23.5,0.0,1,0.59926
951.8,57.2,17.7,0.0,1,0.64573
2331.6,49.8,36.2,0.0,0,0.65663
2890.3,35.2,31.8,0.0,1,0.57136
2454.5,64.6,41.8,0.0,0,0.70458
1824.4,47.6,4.7,0.0,3,0.58346
2064.2,51.0,24.0,0.0,1,0.62004
925.1,48.1,16.7,0.0,1,0.62489
2516.0,32.2,40.5,0.0,3,0.61694
4825.1,18.5,19.8,0.0,1,0.45176
4458.4,65.8,16.5,0.0,1,0.5727
162.4,41.1,22.3,0.0,1,0.62974
260.5,74.0,19.6,0.0,0,0.72746
3741.4,63.4,37.8,0.0,1,0.64685
441.0,46.4,12.2,0.0,3,0.62137
3880.5,35.1,33.9,0.0,1,0.56085
3078.9,53.0,12.9,0.0,1,0.56474
4454.2,56.2,29.9,0.0,3,0.59938
3045.9,52.3,33.6,0.0,0,0.63857
2172.5,24.5,12.1,0.0,3,0.52608
151.6,20.9,12.8,0.0,3,0.57651
1882.1,79.1,34.0,0.0,3,0.73532
1793.6,70.6,23.3,0.0,1,0.6655
1705.9,65.9,28.1,0.0,2,0.6748
740.8,58.9,8.2,0.0,0,0.64905
1616.8,65.9,4.5,0.0,2,0.61227
3112.8,46.1,34.5,0.0,1,0.60672
3083.9,39.2,30.9,0.0,0,0.59802
455.0,19.9,7.3,0.0,3,0.55027
4345.7,86.1,9.2,0.0,1,0.61672
2907.2,31.3,14.3,0.0,0,0.54129
3282.7,8.6,23.3,0.0,2,0.47992
567.4,27.4,32.8,0.0,2,0.62264
2563.5,30.5,25.4,0.0,1,0.55953
339.5,25.2,19.9,0.0,3,0.58984
1895.0,26.6,6.4,0.0,1,0.51084
1600.3,41.4,1.4,0.0,1,0.54344
2883.6,34.6,16.3,0.0,2,0.53855
1151.3,25.2,18.6,0.0,3,0.57289
1873.7,31.9,13.9,0.0,1,0.54488
2961.1,35.8,19.9,0.0,3,0.56406
631.7,30.0,5.5,0.0,1,0.5507
3446.9,37.3,26.5,0.0,1,0.55417
1155.7,66.4,33.9,0.0,3,0.71265
2705.8,59.8,5.8,0.0,0,0.59625
999.3,78.5,26.7,0.0,1,0.71776
1865.6,67.1,5.3,0.0,3,0.61935
3264.2,36.2,2.7,0.0,1,0.49306
2356.9,32.4,44.0,0.0,2,0.61239
2523.5,83.5,27.7,0.0,1,0.69118
2260.9,80.3,25.7,0.0,2,0.68949
2995.4,80.6,26.5,0.0,3,0.68968
2263.9,78.2,13.5,0.0,3,0.65945
2350.2,35.5,21.0,0.0,2,0.55831
1623.3,17.6,17.0,0.0,3,0.53791
871.2,56.6,24.8,0.0,2,0.65742
1038.9,34.2,23.7,0.0,0,0.61875
202.1,69.1,0.4,0.0,3,0.66807
5054.0,9.6,27.5,0.0,0,0.46631
4040.3,47.7,38.0,0.0,1,0.59661
2834.6,10.4,11.9,0.0,1,0.46443
2934.5,25.4,31.7,0.0,2,0.55195
4113.7,54.1,25.1,0.0,0,0.59507
2246.6,57.5,13.7,0.0,1,0.60275
2713.2,5.9,0.4,0.0,3,0.44044
2039.9,59.7,31.8,0.0,2,0.66435
1231.1,11.5,6.1,0.0,2,0.49909
1239.4,64.7,31.9,0.0,1,0.68736
4058.4,74.4,14.0,0.0,3,0.61453
3120.5,57.1,40.1,0.0,1,0.6432
2350.2,40.8,10.8,0.0,0,0.57011
4706.3,63.5,15.8,0.0,1,0.55875
2335.3,48.1,9.5,0.0,3,0.56951
4654.5,44.8,26.4,0.0,2,0.54092
1379.4,16.3,30.5,0.0,3,0.56729
1030.1,70.9,0.3,0.0,0,0.65212
2167.4,9.2,2.9,0.0,3,0.46473
4774.8,29.1,17.7,0.0,0,0.49754
2263.3,66.5,26.4,0.0,3,0.66316
2452.7,31.3,36.4,0.0,3,0.59893
2722.9,62.5,11.4,0.0,0,0.61652
1387.4,76.7,36.5,0.0,3,0.73796
1101.4,45.5,22.9,0.0,3,0.63031
527.2,27.9,14.0,0.0,3,0.58494
1224.7,34.1,8.3,0.0,0,0.57518
1260.5,58.2,44.1,0.0,1,0.70311
1800.9,73.9,1.7,0.0,3,0.62902
2643.5,53.8,18.4,0.0,3,0.60923
847.4,68.0,28.1,0.0,0,0.71889
2342.6,41.3,31.0,0.0,0,0.62195
82.7,59.5,28.8,0.0,0,0.71863
1595.0,81.6,17.6,0.0,3,0.70535
5280.1,46.0,29.6,0.0,1,0.54241
2653.1,84.6,32.9,0.0,3,0.72132
871.8,62.8,29.5,0.0,3,0.69905
844.1,10.8,14.4,0.0,2,0.52642
4979.3,57.0,17.3,0.0,1,0.54175
3725.2,50.6,2.4,0.0,2,0.51573
1485.0,18.7,33.2,0.0,1,0.57294
1198.4,40.4,22.0,0.0,0,0.62589
2467.3,11.0,33.1,0.0,2,0.52641
907.2,7.8,24.7,0.0,3,0.55377
609.8,54.0,42.3,0.0,2,0.70488
553.8,52.9,14.0,0.0,2,0.62845
686.5,51.4,5.7,0.0,1,0.60913
1511.8,57.5,12.8,0.0,2,0.6192
1647.6,53.1,13.8,0.0,3,0.6124
579.7,90.9,18.4,0.0,1,0.74285
549.2,22.1,30.0,0.0,3,0.60997
2203.0,21.6,8.1,0.0,0,0.51914
49.7,94.3,28.0,0.0,2,0.78733
3718.6,70.4,30.1,0.0,0,0.65808
2306.0,29.3,0.6,0.0,0,0.51702
883.4,21.4,32.8,0.0,2,0.59484
3167.3,32.4,17.6,0.0,1,0.52351
1260.8,26.1,25.0,0.0,0,0.59615
3874.1,68.0,22.9,0.0,3,0.62709
4084.1,76.8,4.4,0.0,1,0.58736
2832.0,19.5,19.2,0.0,1,0.50622
2089.2,41.7,5.0,0.0,0,0.56436
3837.6,42.3,19.1,0.0,3,0.5502
1195.5,7.3,21.7,0.0,3,0.54101
2364.5,25.3,34.8,0.0,0,0.59098
2114.0,80.4,11.0,0.0,1,0.65067
2951.0,34.4,36.4,0.0,1,0.58434
3823.9,36.6,30.5,0.0,2,0.55642
124.5,92.7,22.6,0.0,1,0.77176
3380.3,92.1,2.9,0.0,3,0.64986
192.0,60.7,18.6,0.0,2,0.67627
3364.3,15.9,19.2,0.0,0,0.50346
658.7,13.5,1.3,0.0,3,0.50638
1497.6,12.4,30.0,0.0,2,0.55253
1475.4,59.6,26.8,0.0,1,0.65476
3581.1,65.2,26.9,0.0,1,0.61989
1832.1,75.9,21.9,0.0,0,0.69847
4006.7,47.6,17.2,0.0,3,0.54765
3646.5,26.1,36.2,0.0,2,0.55158
2450.0,45.6,8.8,0.0,2,0.55937
4510.1,12.1,14.6,0.0,2,0.43396
1206.5,22.9,34.2,0.0,1,0.59641
4567.6,36.0,11.2,0.0,2,0.48272
3923.9,74.1,29.9,0.0,3,0.64929
2361.2,15.5,31.8,0.0,2,0.53909
1726.5,70.4,10.9,0.0,2,0.63716
370.7,44.8,24.9,0.0,1,0.64525
2886.8,62.7,4.2,0.0,2,0.57115
1328.0,17.2,19.8,0.0,1,0.544
4278.8,16.9,27.6,0.0,3,0.49682
1040.6,71.2,32.4,0.0,0,0.73281
2648.9,38.0,33.4,0.0,0,0.61205
106.7,52.2,31.6,0.0,2,0.69181
514.4,19.1,17.5,0.0,2,0.55861
1639.9,85.7,1.2,0.0,1,0.66302
3084.7,64.9,17.0,0.0,2,0.6061
1252.3,62.2,22.3,0.0,3,0.66429
1182.5,11.7,15.1,0.0,2,0.51841
2953.9,27.9,28.1,0.0,2,0.55057
4609.8,72.5,5.0,0.0,0,0.57834
4192.9,43.6,26.1,0.0,1,0.55337
2744.6,39.0,19.4,0.0,1,0.56318
1285.9,31.9,0.6,0.0,0,0.54905
2823.2,11.1,29.8,0.0,1,0.51541
2843.3,33.3,13.9,0.0,0,0.54676
2659.3,53.6,29.9,0.0,1,0.62336
1807.8,32.7,11.3,0.0,2,0.54862
3305.5,75.3,10.6,0.0,1,0.61285
2758.7,21.0,34.5,0.0,3,0.55387
2725.2,9.1,21.2,0.0,2,0.48519
3079.1,67.3,26.0,0.0,0,0.65604
3627.3,12.7,26.8,0.0,3,0.50158
2932.3,48.1,26.7,0.0,0,0.61364
1285.4,11.7,7.2,0.0,3,0.50504
1126.2,73.8,17.5,0.0,2,0.68404
2258.1,29.8,6.0,0.0,3,0.52479
2689.4,86.7,43.7,0.0,3,0.74898
3769.0,53.3,10.2,0.0,1,0.55064
603.7,91.1,6.8,0.0,1,0.705
3421.8,53.2,19.4,0.0,0,0.59592
519.9,11.0,5.9,0.0,1,0.51547
930.2,59.5,40.4,0.0,2,0.70214
1946.6,64.9,19.7,0.0,1,0.64795
4241.1,95.3,2.9,0.0,3,0.63799
1932.4,52.7,16.8,0.0,3,0.61273
3294.5,39.3,10.3,0.0,0,0.5414
3465.4,35.0,1.2,0.0,2,0.48495
3285.9,62.9,0.9,0.0,1,0.56044
2681.2,47.2,18.5,0.0,0,0.59701
1104.6,29.9,40.0,0.0,1,0.63193
1130.0,15.2,29.4,0.0,2,0.55884
233.5,52.4,21.9,0.0,0,0.67984
531.9,51.8,25.5,0.0,3,0.6716
4191.7,69.8,29.5,0.0,3,0.63047
861.0,10.1,34.0,0.0,0,0.5885
2455.5,59.0,32.6,0.0,3,0.6509
2462.8,75.2,8.2,0.0,0,0.64675
1576.5,42.8,0.4,0.0,2,0.54611
1970.5,19.9,1.9,0.0,1,0.48073
3696.7,27.6,11.7,0.0,2,0.48122
4479.7,59.8,39.8,0.0,3,0.62582
437.6,34.2,22.1,0.0,1,0.61463
903.3,78.7,0.2,0.0,1,0.66161
3935.2,55.2,13.8,0.0,0,0.57406
1213.5,44.4,9.9,0.0,1,0.58376
3168.6,70.7,21.2,0.0,1,0.63098
2240.8,36.2,33.1,0.0,3,0.60752
1770.0,87.7,28.8,0.0,3,0.74632
2482.1,31.6,44.7,0.0,1,0.60799
4196.9,51.1,1.6,0.0,1,0.51177
3048.0,21.8,40.5,0.0,0,0.57949
133.4,33.3,21.5,0.0,2,0.61839
3990.9,70.5,22.8,0.0,3,0.63262
4733.9,30.1,18.8,0.0,1,0.48834
2715.7,47.6,5.8,0.0,2,0.54712
2139.7,33.9,25.8,0.0,1,0.58035
2424.3,48.9,27.6,0.0,0,0.63046
847.6,21.4,39.4,0.0,1,0.61788
3911.3,73.3,34.0,0.0,0,0.67036
1405.8,13.8,23.9,0.0,1,0.54485
447.2,77.4,1.3,0.0,3,0.67959
2975.5,8.3,4.3,0.0,1,0.43723
1629.6,15.1,31.5,0.0,0,0.57571
3905.0,33.2,14.2,0.0,0,0.52074
47.0,47.6,13.3,0.0,0,0.65087
438.8,52.6,42.0,0.0,3,0.7201
2424.9,58.5,11.8,0.0,3,0.60347
4322.0,42.6,14.3,0.0,3,0.51856
811.6,24.4,23.9,0.0,1,0.58156
2039.5,16.2,18.4,0.0,2,0.51168
769.0,64.0,35.6,0.0,2,0.71225
3196.6,66.2,34.0,0.0,1,0.65138
3904.8,20.6,30.1,0.0,1,0.51432
455.8,67.1,19.9,0.0,2,0.68628
775.1,48.6,0.7,0.0,2,0.58384
3809.4,61.7,1.9,0.0,3,0.54988
1981.7,81.0,9.4,0.0,0,0.67633
2120.3,75.4,35.6,0.0,2,0.70991
366.3,79.6,16.8,0.0,2,0.70841
3104.8,19.7,36.6,0.0,0,0.56307
3554.5,34.6,30.2,0.0,1,0.55358
532.7,35.0,38.4,0.0,1,0.65525
1186.1,48.9,34.2,0.0,2,0.65697
2633.6,34.3,4.4,0.0,2,0.51468
2949.6,7.7,25.1,0.0,3,0.50033
3033.8,34.5,29.5,0.0,0,0.58395
635.6,54.3,22.6,0.0,1,0.66143
702.2,46.3,12.8,0.0,3,0.61619
680.5,11.7,26.0,0.0,0,0.57711
758.1,95.9,35.4,0.0,1,0.79644
2002.4,54.6,9.5,0.0,2,0.58993
935.1,64.7,28.3,0.0,1,0.68597
968.9,7.6,16.6,0.0,3,0.52145
385.5,41.7,26.8,0.0,0,0.66139
1110.4,17.8,30.5,0.0,2,0.57486
2503.0,74.8,14.9,0.0,2,0.64309
1199.7,65.9,4.7,0.0,0,0.64648
3492.8,73.5,17.7,0.0,0,0.6406
1284.0,61.7,9.9,0.0,2,0.62874
1614.7,46.8,10.8,0.0,1,0.58778
2504.7,69.6,34.2,0.0,3,0.68925
540.1,68.3,16.9,0.0,0,0.69937
3066.2,13.6,2.3,0.0,2,0.45054
3918.9,79.4,1.2,0.0,1,0.58929
3432.7,65.6,18.9,0.0,3,0.6221
4846.3,72.3,6.5,0.0,3,0.56108
4141.2,60.0,32.7,0.0,0,0.62808
3720.4,88.2,21.3,0.0,0,0.68061
672.5,47.8,26.3,0.0,0,0.66824
2330.5,72.0,22.1,0.0,1,0.66408
4757.0,78.9,28.2,0.0,2,0.62481
663.9,8.3,42.0,0.0,1,0.5887
1677.3,29.7,3.0,0.0,3,0.52479
2327.6,61.0,5.8,0.0,1,0.58563
316.5,33.2,19.3,0.0,3,0.61631
4985.6,34.0,3.9,0.0,1,0.45357
3625.2,19.4,17.0,0.0,1,0.48446
1081.0,53.4,34.6,0.0,3,0.67882
1591.7,41.0,20.3,0.0,3,0.60103
2081.6,60.4,20.9,0.0,3,0.64803
4113.1,58.9,41.7,0.0,2,0.62821
2128.4,57.0,14.8,0.0,1,0.60288
1555.8,75.0,5.1,0.0,0,0.66133
571.7,65.7,4.8,0.0,1,0.6395
3894.1,27.6,42.6,0.0,0,0.57791
2904.2,55.7,41.5,0.0,2,0.65511
2433.3,69.9,5.7,0.0,0,0.62809
4095.2,31.3,45.9,0.0,2,0.57468
2860.4,80.0,15.7,0.0,0,0.66766
2880.5,22.8,20.3,0.0,2,0.52178
732.3,28.9,16.2,0.0,3,0.59147
4665.1,46.9,13.5,0.0,1,0.52003
1212.6,88.6,36.3,0.0,3,0.77841
1149.1,36.2,21.5,0.0,1,0.59242
1293.1,79.6,17.4,0.0,1,0.68932
1839.5,37.6,5.6,0.0,1,0.54858
4977.5,65.2,28.5,0.0,1,0.58497
3262.1,20.3,24.9,0.0,1,0.50734
3484.7,34.3,33.1,0.0,3,0.57312
4363.1,37.7,23.2,0.0,0,0.54306
4507.3,73.2,15.6,0.0,2,0.5959
3565.7,20.4,1.3,0.0,3,0.4541
1075.2,60.6,28.5,0.0,2,0.67359
1943.6,21.3,25.0,0.0,3,0.55395
2391.3,11.1,38.3,0.0,2,0.54066
3698.5,37.2,41.3,0.0,1,0.58838
1036.0,41.1,25.5,0.0,3,0.63967
659.7,79.8,37.2,0.0,2,0.76125
4360.2,26.9,29.3,0.0,1,0.50758
3435.7,40.6,8.1,0.0,0,0.53572
1270.0,64.2,2.8,0.0,2,0.62052
2077.2,34.5,20.8,0.0,2,0.56741
3070.8,26.3,4.5,0.0,2,0.47792
2762.9,52.9,4.7,0.0,2,0.55314
3263.8,55.5,9.2,0.0,2,0.56545
3005.2,12.8,8.0,0.0,0,0.47676
624.7,41.3,29.4,0.0,1,0.64285
3252.3,43.8,6.0,0.0,1,0.52553
2684.9,57.6,37.9,0.0,0,0.6716
2624.4,52.2,37.8,0.0,0,0.65926
3834.5,78.8,13.9,0.0,0,0.63578
